timestamp,up,down,left,right,fire
201804261804535127,0,0,0,0,0
201804261804535306,0,0,0,0,0
201804261804535632,0,0,0,0,0
201804261804535800,0,0,0,0,0
201804261804535977,0,0,0,0,0
201804261804536147,0,0,0,0,0
201804261804536293,0,0,0,0,0
201804261804536638,0,0,0,0,0
201804261804536796,0,0,0,0,0
201804261804536965,0,0,0,0,0
201804261804537131,0,0,0,0,0
201804261804537297,0,0,0,0,0
201804261804537631,0,0,0,0,0
201804261804537799,0,0,0,0,0
201804261804537961,0,0,0,0,0
201804261804538127,0,0,0,0,0
201804261804538294,0,0,0,0,0
201804261804538632,0,0,0,0,0
201804261804538793,0,0,0,0,0
201804261804538965,0,0,0,0,0
201804261804539132,0,0,0,0,0
201804261804539296,0,0,0,0,0
201804261804539629,0,0,0,0,0
201804261804539797,0,0,0,0,0
201804261804539963,0,0,0,0,0
201804261804540137,0,0,0,0,0
201804261804540303,0,0,0,0,0
201804261804540633,0,0,0,0,0
201804261804540795,0,0,0,0,0
201804261804540973,0,0,0,0,0
201804261804541131,0,0,0,0,0
201804261804541311,0,0,0,0,0
201804261804541633,0,0,0,0,0
201804261804541793,0,0,0,0,0
201804261804541964,0,0,0,0,0
201804261804542131,0,0,0,0,0
201804261804542298,0,0,0,0,0
201804261804542631,0,0,0,0,0
201804261804542814,0,0,0,0,0
201804261804542968,0,0,0,0,0
201804261804543129,0,0,0,0,0
201804261804543309,0,0,0,0,0
201804261804543630,0,0,0,0,0
201804261804543795,0,0,0,0,0
201804261804543966,0,0,0,0,0
201804261804544127,0,0,0,0,0
201804261804544296,0,0,0,0,0
201804261804544632,0,0,0,0,0
201804261804544797,0,0,0,0,0
201804261804544964,0,0,0,0,0
201804261804545130,0,0,0,0,0
201804261804545309,0,0,0,0,0
201804261804545634,0,0,0,0,0
201804261804545793,0,0,0,0,0
201804261804545962,0,0,0,0,0
201804261804546131,0,0,0,0,0
201804261804546299,0,0,0,0,0
201804261804546629,0,0,0,0,0
201804261804546791,0,0,0,0,0
201804261804546967,0,0,0,0,0
201804261804547127,0,0,0,0,0
201804261804547296,0,0,0,0,0
201804261804547633,0,0,0,0,0
201804261804547794,0,0,0,0,0
201804261804547964,0,0,0,0,0
201804261804548128,0,0,0,0,0
201804261804548304,0,0,0,0,0
201804261804548629,0,0,0,0,0
201804261804548796,0,0,0,0,0
201804261804548963,0,0,0,0,0
201804261804549134,0,0,0,0,0
201804261804549293,0,0,0,0,0
201804261804549629,0,0,0,0,0
201804261804549795,0,0,0,0,0
201804261804549963,0,0,0,0,0
201804261804550126,0,0,0,0,0
201804261804550289,0,0,0,0,0
201804261804550624,0,0,0,0,0
201804261804550786,0,0,0,0,0
201804261804550957,0,0,0,0,0
201804261804551119,0,0,0,0,0
201804261804551291,0,0,0,0,0
201804261804551619,0,0,0,0,0
201804261804551790,0,0,0,0,0
201804261804551956,0,0,0,0,0
201804261804552124,0,0,0,0,0
201804261804552286,0,0,0,0,0
201804261804552623,0,0,0,0,0
201804261804552790,0,0,0,0,0
201804261804552957,0,0,0,0,0
201804261804553120,0,0,0,0,0
201804261804553286,0,0,0,0,0
201804261804553622,0,0,0,0,0
201804261804553785,0,0,0,0,0
201804261804553952,0,0,0,0,0
201804261804554124,0,0,0,0,0
201804261804554310,0,0,0,0,0
201804261804554618,0,0,0,0,0
201804261804554785,0,0,0,0,0
201804261804554951,0,0,0,0,0
201804261804555118,0,0,0,0,0
201804261804555290,0,0,0,0,0
201804261804555615,0,0,0,0,0
201804261804555784,0,0,0,0,0
201804261804555953,0,0,0,0,0
201804261804556118,0,0,0,0,0
201804261804556454,0,0,0,0,0
201804261804556617,0,0,0,0,0
201804261804556785,0,0,0,0,0
201804261804556952,0,0,0,0,0
201804261804557118,0,0,0,0,0
201804261804557451,0,0,0,0,0
201804261804557617,0,0,0,0,0
201804261804557781,0,0,0,0,0
201804261804557953,0,0,0,0,0
201804261804558117,0,0,0,0,0
201804261804558450,0,0,0,0,0
201804261804558621,0,0,0,0,0
201804261804558783,0,0,0,0,0
201804261804558952,0,0,0,0,0
201804261804559117,0,0,0,0,0
201804261804559451,0,0,0,0,0
201804261804559617,0,0,0,0,0
201804261804559788,0,0,0,0,0
201804261804559971,0,0,0,0,0
201804261804560126,0,0,0,0,0
201804261804560296,0,0,0,0,0
201804261804560632,0,0,0,0,0
201804261804560793,0,0,0,0,0
201804261804560960,0,0,0,0,0
201804261804561124,0,0,0,0,0
201804261804561296,0,0,0,0,0
201804261804561493,0,0,0,0,0
201804261804561793,0,0,0,0,0
201804261804561955,0,0,0,0,0
201804261804562124,0,0,0,0,0
201804261804562296,0,0,0,0,0
201804261804562625,0,0,0,0,0
201804261804562831,0,0,0,0,0
201804261804562975,0,0,0,0,0
201804261804563131,0,0,0,0,0
201804261804563303,0,0,0,0,0
201804261804563625,0,0,0,0,0
201804261804563799,0,0,0,0,0
201804261804563964,0,0,0,0,0
201804261804564128,0,0,0,0,0
201804261804564294,0,0,0,0,0
201804261804564628,0,0,0,0,0
201804261804564797,0,0,0,0,0
201804261804564957,0,0,0,0,0
201804261804565126,0,0,0,0,0
201804261804565300,0,0,0,0,0
201804261804565624,0,0,0,0,0
201804261804565795,0,0,0,0,0
201804261804565953,0,0,0,0,0
201804261804566124,0,0,0,0,0
201804261804566290,0,0,0,0,0
201804261804566625,0,0,0,0,0
201804261804566791,0,0,0,0,0
201804261804566954,0,0,0,0,0
201804261804567125,0,0,0,0,0
201804261804567290,0,0,0,0,0
201804261804567620,0,0,0,0,0
201804261804567791,0,0,0,0,0
201804261804567953,0,0,0,0,0
201804261804568125,0,0,0,0,0
201804261804568288,0,0,0,0,0
201804261804568631,0,0,0,0,0
201804261804568786,0,0,0,0,0
201804261804568953,0,0,0,0,0
201804261804569125,0,0,0,0,0
201804261804569285,0,0,0,0,0
201804261804569619,0,0,0,0,0
201804261804569787,0,0,0,0,0
201804261804569957,0,0,0,0,0
201804261804570120,0,0,0,0,0
201804261804570286,0,0,0,0,0
201804261804570619,0,0,0,0,0
201804261804570796,0,0,0,0,0
201804261804570959,0,0,0,0,0
201804261804571124,0,0,0,0,0
201804261804571290,0,0,0,0,0
201804261804571615,0,0,0,0,0
201804261804571790,0,0,0,0,0
201804261804571956,0,0,0,0,0
201804261804572122,0,0,0,0,0
201804261804572285,0,0,0,0,0
201804261804572633,0,0,0,0,0
201804261804572789,0,0,0,0,0
201804261804572953,0,0,0,0,0
201804261804573122,0,0,0,0,0
201804261804573296,0,0,0,0,0
201804261804573619,0,0,0,0,0
201804261804573789,0,0,0,0,0
201804261804573952,0,0,0,0,0
201804261804574124,0,0,0,0,0
201804261804574285,0,0,0,0,0
201804261804574623,0,0,0,0,0
201804261804574788,0,0,0,0,0
201804261804574953,0,0,0,0,0
201804261804575130,0,0,0,0,0
201804261804575290,0,0,0,0,0
201804261804575622,0,0,0,0,0
201804261804575786,0,0,0,0,0
201804261804575957,0,0,0,0,0
201804261804576123,0,0,0,0,0
201804261804576290,0,0,0,0,0
201804261804576620,0,0,0,0,0
201804261804576790,0,0,0,0,0
201804261804576956,0,0,0,0,0
201804261804577123,0,0,0,0,0
201804261804577284,0,0,0,0,0
201804261804577622,0,0,0,0,0
201804261804577792,0,0,0,0,0
201804261804577951,0,0,0,0,0
201804261804578121,0,0,0,0,0
201804261804578289,0,0,0,0,0
201804261804578618,0,0,0,0,0
201804261804578785,0,0,0,0,0
201804261804578954,0,0,0,0,0
201804261804579121,0,0,0,0,0
201804261804579288,0,0,0,0,0
201804261804579621,0,0,0,0,0
201804261804579783,0,0,0,0,0
201804261804579951,0,0,0,0,0
201804261804580118,0,0,0,0,0
201804261804580288,0,0,0,0,0
201804261804580627,0,0,0,0,0
201804261804580792,0,0,0,0,0
201804261804580951,0,0,0,0,0
201804261804581121,0,0,0,0,0
201804261804581288,0,0,0,0,0
201804261804581620,0,0,0,0,0
201804261804581786,0,0,0,0,0
201804261804581950,0,0,0,0,0
201804261804582120,0,0,0,0,0
201804261804582455,0,0,0,0,0
201804261804582617,0,0,0,0,0
201804261804582789,0,0,0,0,0
201804261804582950,0,0,0,0,0
201804261804583117,0,0,0,0,0
201804261804583287,0,0,0,0,0
201804261804583627,0,0,0,0,0
201804261804583786,0,0,0,0,0
201804261804583951,0,0,0,0,0
201804261804584116,0,0,0,0,0
201804261804584455,0,0,0,0,0
201804261804584619,0,0,0,0,0
201804261804584792,0,0,0,0,0
201804261804584951,0,0,0,0,0
201804261804585117,0,0,0,0,0
201804261804585453,0,0,0,0,0
201804261804585616,0,0,0,0,0
201804261804585787,0,0,0,0,0
201804261804585958,0,0,0,0,0
201804261804586126,0,0,0,0,0
201804261804586452,0,0,0,0,0
201804261804586616,0,0,0,0,0
201804261804586788,0,0,0,0,0
201804261804586949,0,0,0,0,0
201804261804587115,0,0,0,0,0
201804261804587449,0,0,0,0,0
201804261804587615,0,0,0,0,0
201804261804587782,0,0,0,0,0
201804261804587958,0,0,0,0,0
201804261804588117,0,0,0,0,0
201804261804588290,0,0,0,0,0
201804261804588615,0,0,0,0,0
201804261804588787,0,0,0,0,0
201804261804588951,0,0,0,0,0
201804261804589120,0,0,0,0,0
201804261804589452,0,0,0,0,0
201804261804589614,0,0,0,0,0
201804261804589792,0,0,0,0,0
201804261804589947,0,0,0,0,0
201804261804590112,0,0,0,0,0
201804261804590287,0,0,0,0,0
201804261804590620,0,0,0,0,0
201804261804590790,0,0,0,0,0
201804261804590962,0,0,0,0,0
201804261804591120,0,0,0,0,0
201804261804591289,0,0,0,0,0
201804261804591615,0,0,0,0,0
201804261804591786,0,0,0,0,0
201804261804591952,0,0,0,0,0
201804261804592113,0,0,0,0,0
201804261804592454,0,0,0,0,0
201804261804592616,0,0,0,0,0
201804261804592784,0,0,0,0,0
201804261804592948,0,0,0,0,0
201804261804593119,0,0,0,0,0
201804261804593286,0,0,0,0,0
201804261804593615,0,0,0,0,0
201804261804593786,0,0,0,0,0
201804261804593947,0,0,0,0,0
201804261804594119,0,0,0,0,0
201804261804594450,0,0,0,0,0
201804261804594616,0,0,0,0,0
201804261804594784,0,0,0,0,0
201804261804594956,0,0,0,0,0
201804261804595118,0,0,0,0,0
201804261804595449,0,0,0,0,0
201804261804595614,0,0,0,0,0
201804261804595785,0,0,0,0,0
201804261804595951,0,0,0,0,0
201804261804596110,0,0,0,0,0
201804261804596452,0,0,0,0,0
201804261804596614,0,0,0,0,0
201804261804596781,0,0,0,0,0
201804261804596951,0,0,0,0,0
201804261804597114,0,0,0,0,0
201804261804597447,0,0,0,0,0
201804261804597613,0,0,0,0,0
201804261804597779,0,0,0,0,0
201804261804597946,0,0,0,0,0
201804261804598113,0,0,0,0,0
201804261804598444,0,0,0,0,0
201804261804598613,0,0,0,0,0
201804261804598779,0,0,0,0,0
201804261804598950,0,0,0,0,0
201804261804599113,0,0,0,0,0
201804261804599446,0,0,0,0,0
201804261804599614,0,0,0,0,0
201804261804599778,0,0,0,0,0
201804261804599950,0,0,0,0,0
201804261805000113,0,0,0,0,0
201804261805000447,0,0,0,0,0
201804261805000614,0,0,0,0,0
201804261805000782,0,0,0,0,0
201804261805000946,0,0,0,0,0
201804261805001111,0,0,0,0,0
201804261805001450,0,0,0,0,0
201804261805001610,0,0,0,0,0
201804261805001784,0,0,0,0,0
201804261805001951,0,0,0,0,0
201804261805002112,0,0,0,0,0
201804261805002288,0,0,0,0,0
201804261805002612,0,0,0,0,0
201804261805002784,0,0,0,0,0
201804261805002951,0,0,0,0,0
201804261805003112,0,0,0,0,0
201804261805003450,0,0,0,0,0
201804261805003632,0,0,0,0,0
201804261805003778,0,0,0,0,0
201804261805003949,0,0,0,0,0
201804261805004110,0,0,0,0,0
201804261805004453,0,0,0,0,0
201804261805004612,0,0,0,0,0
201804261805004785,0,0,0,0,0
201804261805004947,0,0,0,0,0
201804261805005110,0,0,0,0,0
201804261805005450,0,0,0,0,0
201804261805005613,0,0,0,0,0
201804261805005782,0,0,0,0,0
201804261805005945,0,0,0,0,0
201804261805006112,0,0,0,0,0
201804261805006454,0,0,0,0,0
201804261805006612,0,0,0,0,0
201804261805006778,0,0,0,0,0
201804261805006945,0,0,0,0,0
201804261805007111,0,0,0,0,0
201804261805007444,0,0,0,0,0
201804261805007610,0,0,0,0,0
201804261805007775,0,0,0,0,0
201804261805007945,0,0,0,0,0
201804261805008106,0,0,0,0,0
201804261805008451,0,0,0,0,0
201804261805008611,0,0,0,0,0
201804261805008782,0,0,0,0,0
201804261805008949,0,0,0,0,0
201804261805009116,0,0,0,0,0
201804261805009442,0,0,0,0,0
201804261805009611,0,0,0,0,0
201804261805009777,0,0,0,0,0
201804261805009950,0,0,0,0,0
201804261805010109,0,0,0,0,0
201804261805010447,0,0,0,0,0
201804261805010612,0,0,0,0,0
201804261805010781,0,0,0,0,0
201804261805010947,0,0,0,0,0
201804261805011110,0,0,0,0,0
201804261805011448,0,0,0,0,0
201804261805011614,0,0,0,0,0
201804261805011775,0,0,0,0,0
201804261805011943,0,0,0,0,0
201804261805012103,0,0,0,0,0
201804261805012442,0,0,0,0,0
201804261805012609,0,0,0,0,0
201804261805012776,0,0,0,0,0
201804261805012944,0,0,0,0,0
201804261805013110,0,0,0,0,0
201804261805013446,0,0,0,0,0
201804261805013608,0,0,0,0,0
201804261805013777,0,0,0,0,0
201804261805013944,0,0,0,0,0
201804261805014115,0,0,0,0,0
201804261805014442,0,0,0,0,0
201804261805014612,0,0,0,0,0
201804261805014783,0,0,0,0,0
201804261805014944,0,0,0,0,0
201804261805015105,0,0,0,0,0
201804261805015451,0,0,0,0,0
201804261805015614,0,0,0,0,0
201804261805015776,0,0,0,0,0
201804261805015947,0,0,0,0,0
201804261805016107,0,0,0,0,0
201804261805016437,0,0,0,0,0
201804261805016607,0,0,0,0,0
201804261805016776,0,0,0,0,0
201804261805016944,0,0,0,0,0
