timestamp,joy,anger,suprise
201804261805008281,0.00209921,0.1144378,0.2734543
201804261805008446,0.002091633,0.1079583,0.2707231
201804261805008611,0.002093509,0.0901567,0.2706565
201804261805009281,0.002182892,0.1050408,0.3006918
201804261805009945,0.00223163,0.095115,0.3175716
201804261805010447,0.00217733,0.09284627,0.2987975
201804261805010947,0.002133111,0.09447438,0.2845694
201804261805011614,0.002093221,0.08905873,0.2714816
201804261805012277,0.002052328,0.08672716,0.2584947
201804261805012776,0.002059103,0.08086645,0.2602519
201804261805013441,0.002062016,0.07906108,0.2611705
201804261805014115,0.002061237,0.08395915,0.2610385
201804261805014783,0.002063694,0.07088897,0.261664
201804261805015447,0.002050376,0.07494807,0.2576004
201804261805016107,0.002032807,0.06842548,0.2516945
201804261805016776,0.00202295,0.06711128,0.2486745
201804261805017281,0.002005908,0.06723288,0.2435351
201804261805017947,0.001973268,0.0703956,0.233914
201804261805018607,0.001950692,0.07022317,0.2272916
201804261805019280,0.001946379,0.0705845,0.2261783
201804261805019947,0.001907691,0.0717921,0.2151969
201804261805020605,0.001890417,0.04760859,0.2100003
201804261805021108,0.001868516,0.02449857,0.2036484
201804261805021608,0.001847341,0.00833685,0.1977283
201804261805022279,0.00184274,0.005476447,0.1959974
201804261805022776,0.001844696,0.004809714,0.1952391
201804261805023441,0.001859149,0.004597979,0.1940144
201804261805024111,0.001908078,0.004518291,0.1941375
201804261805024611,0.002145276,0.004296957,0.1938973
201804261805025274,0.00310967,0.003672745,0.1935405
201804261805025945,0.005258569,0.00295334,0.1932524
201804261805026607,0.008793563,0.002390748,0.1931221
201804261805027276,0.03702532,0.001329605,0.193029
201804261805027940,0.02596687,0.001535458,0.1929141
201804261805028608,0.02672529,0.001517451,0.1928813
201804261805029278,0.0784672,0.0009770559,0.1928661
201804261805029939,0.5738277,0.0004336692,0.1928585
201804261805030604,13.37756,0.0001137045,0.1928363
201804261805031103,93.31017,1.818724E-05,0.1928512
201804261805031770,99.12279,7.766115E-06,0.1931644
201804261805032268,99.38734,6.69509E-06,0.1935359
201804261805032772,99.51191,6.115584E-06,0.196193
201804261805033438,99.56184,5.887316E-06,0.2042006
201804261805034104,99.58846,5.834518E-06,0.2268292
201804261805034606,99.62366,5.834997E-06,0.2759636
201804261805035272,99.67846,5.922116E-06,0.4050262
201804261805035940,99.77265,6.171666E-06,0.9629809
