timestamp,joy,anger,suprise
201805072054414757,0.001996267,0.09725157,0.2086579
201805072054414905,0.001883397,0.1050244,0.2058412
201805072054415404,0.001846283,0.09512524,0.1990057
201805072054420067,0.001825435,0.09532624,0.1986635
201805072054420404,0.001803114,0.05137943,0.201913
201805072054420899,0.001764018,0.09100353,0.2088614
201805072054421575,0.001738115,0.07281424,0.2116362
201805072054422071,0.001762223,0.07261526,0.2068173
201805072054422734,0.001761142,0.08862599,0.2072484
201805072054423235,0.00177173,0.0848162,0.2055561
201805072054423741,0.001775075,0.08672085,0.2053781
201805072054424404,0.001781888,0.08682317,0.2052132
201805072054424899,0.001793278,0.06819747,0.2048117
201805072054425404,0.00180369,0.06490042,0.2104576
201805072054426064,0.001880153,0.06100301,0.2262427
201805072054426732,0.001993906,0.07417918,0.2632727
201805072054427233,0.002204067,0.08191554,0.3405743
201805072054427738,0.0024381,0.08129734,0.4461081
201805072054428398,0.002843213,0.0725268,0.6703682
201805072054428905,0.002975651,0.07059614,0.747304
201805072054429399,0.002904987,0.07634632,0.7714131
201805072054430070,0.002575398,0.07801296,0.8264811
201805072054430738,0.002822937,0.07274599,1.257325
201805072054431234,0.003220216,0.05546142,3.145685
201805072054431902,0.003500162,0.03476613,4.001593
201805072054432567,0.003278955,0.02966096,4.178122
201805072054433072,0.004114062,0.02219298,10.47007
201805072054433569,0.005508565,0.01473369,16.04867
201805072054434229,0.005241327,0.008968618,21.36186
201805072054434898,0.005476196,0.006255515,19.33796
201805072054435571,0.0037139,0.004514019,13.08127
201805072054436070,0.00344557,0.00342918,11.82273
201805072054436570,0.003207781,0.005250792,9.570233
201805072054437237,0.002812296,0.01566347,8.940077
201805072054437902,0.002382656,0.009680004,6.565919
201805072054438403,0.002614817,0.009160444,5.135317
201805072054438898,0.002632885,0.01229553,7.361222
201805072054439566,0.003190511,0.009312621,12.75716
201805072054440236,0.005104566,0.01015633,18.61424
201805072054440730,0.005735636,0.009607841,18.63887
201805072054441398,0.006734409,0.0133442,19.0905
201805072054442064,0.007794206,0.01293861,19.50411
201805072054442564,0.008632182,0.01140296,17.27256
201805072054443236,0.009088062,0.02107249,17.33168
201805072054443902,0.008612548,0.03366348,15.98463
201805072054444569,0.008652943,0.04988936,14.22686
201805072054445069,0.008747421,0.07656183,13.05798
201805072054445732,0.008468053,0.07768717,12.88561
201805072054446232,0.008443468,0.08272582,11.8999
201805072054446738,0.00753634,0.08071493,9.840147
201805072054447398,0.007579807,0.05159223,9.438333
201805072054447903,0.007874772,0.02226389,10.66776
201805072054448565,0.008048329,0.008827506,11.05524
201805072054449068,0.008495877,0.00567717,11.85068
201805072054449569,0.0091481,0.004912165,13.49639
201805072054450061,0.009743729,0.003833571,14.24987
201805072054450736,0.01000289,0.003505613,14.06678
201805072054451402,0.01127103,0.003311463,14.80634
201805072054451902,0.01291197,0.00331517,14.81764
201805072054452562,0.01725304,0.002980968,15.32616
201805072054453234,0.04045555,0.002085168,15.8503
201805072054453734,0.09059044,0.00146272,16.51252
201805072054454227,0.3502636,0.0008099389,17.44186
201805072054454727,4.500528,0.0002712398,18.11792
201805072054455404,42.81442,7.707309E-05,19.77502
201805072054456062,96.33066,1.685912E-05,20.68828
201805072054456734,99.17082,9.328853E-06,20.40836
201805072054457393,99.77714,5.253533E-06,20.85365
201805072054458064,99.84015,4.565725E-06,20.92029
201805072054458726,99.84412,4.302285E-06,21.5143
201805072054459227,99.85607,3.654416E-06,23.17696
201805072054459727,99.85972,3.318992E-06,24.31759
201805072054460393,99.87619,3.42261E-06,23.25958
201805072054461230,99.87817,3.369529E-06,23.58421
201805072054461731,99.88153,3.361056E-06,23.55545
201805072054462402,99.88908,3.89809E-06,21.39933
201805072054462895,99.87494,3.44279E-06,23.5819
201805072054463564,99.8765,3.71062E-06,22.42879
201805072054464069,99.86828,3.592795E-06,23.1641
201805072054464736,99.87045,4.424307E-06,20.3588
201805072054465226,99.86391,4.943755E-06,19.29269
201805072054465893,99.83423,4.945678E-06,20.26811
201805072054466558,99.74478,6.37685E-06,19.34442
201805072054467225,99.29785,9.556202E-06,19.41982
201805072054467895,99.25803,9.448005E-06,19.78926
201805072054468557,99.03429,1.047368E-05,19.86818
201805072054469229,97.43705,1.680537E-05,19.10819
201805072054469894,97.17752,1.701203E-05,19.53965
201805072054470391,96.47636,1.779819E-05,20.06893
201805072054471059,96.4864,1.761202E-05,20.11008
201805072054471728,97.23632,1.600424E-05,19.99345
201805072054472393,98.38268,1.294966E-05,19.85225
201805072054473056,96.28012,1.906913E-05,19.46608
201805072054473723,93.97678,2.276648E-05,19.76999
201805072054474392,95.26482,1.953457E-05,20.35664
201805072054475058,89.23235,2.859118E-05,20.04836
201805072054475558,81.87557,3.793105E-05,19.64011
201805072054476223,69.88268,4.975815E-05,19.63177
201805072054476723,71.82275,4.793247E-05,19.63005
201805072054477392,72.22797,4.814638E-05,19.49066
201805072054478061,88.50649,3.034806E-05,19.71364
201805072054478726,80.3858,3.875062E-05,19.85232
201805072054479393,84.78372,3.537891E-05,19.49165
201805072054480054,97.22791,1.432105E-05,21.49116
201805072054480727,98.57224,9.822646E-06,23.31778
201805072054481221,99.196,8.566647E-06,22.88646
201805072054481723,99.35604,7.914275E-06,23.75007
201805072054482222,99.49599,9.922863E-06,22.54929
201805072054482883,99.67587,1.593485E-05,22.13589
201805072054483389,99.74738,4.194455E-05,20.56141
201805072054484066,99.80355,4.971423E-05,19.72493
201805072054484551,99.85234,7.269905E-05,19.41223
201805072054485227,99.83214,8.072046E-05,18.58265
201805072054485726,99.78201,0.0001398656,18.05908
201805072054486393,99.40288,0.0002221562,17.64465
201805072054487054,98.9319,0.0003746731,17.26756
201805072054487558,94.28304,0.0008964309,17.77167
201805072054488225,36.95385,0.005928374,18.71141
201805072054488887,2.418803,0.01896695,18.59833
201805072054489392,1.03165,0.03143495,19.22297
201805072054490053,0.1531244,0.1138143,19.79043
201805072054490562,0.0543285,0.1643004,19.38729
201805072054491220,0.05957508,0.1722497,18.30002
201805072054491719,0.07473169,0.2240348,16.6818
201805072054492225,0.09703278,0.2094155,16.87682
201805072054492881,0.08197657,0.1434994,11.61631
201805072054493557,0.02045334,0.1157389,8.610234
201805072054494218,0.008223899,0.1298839,5.056796
201805072054494724,0.005194622,0.06487463,2.932729
201805072054495384,0.003867176,0.02820532,1.64052
201805072054495888,0.003341278,0.01985564,1.217896
201805072054496547,0.003411784,0.01268051,1.198794
201805072054497222,0.004507635,0.007294743,2.261688
201805072054497728,0.005903236,0.004304827,4.59365
201805072054498235,0.007122233,0.002816303,7.948679
201805072054498878,0.007954441,0.002439556,10.64651
201805072054499552,0.007062405,0.002538602,7.6969
201805072054500055,0.00678298,0.002579811,6.703186
201805072054500552,0.006472045,0.002491892,5.82491
201805072054501053,0.006690339,0.00273883,5.449001
201805072054501550,0.006677146,0.003035551,4.687934
201805072054532877,0.001810502,0.007220413,0.1973465
201805072054533548,99.8066,1.29365E-05,5.816908
201805072054534046,99.91266,7.395653E-06,15.59849
201805072054534708,99.8951,3.890187E-06,19.46219
201805072054535381,99.90151,3.631992E-06,20.15284
201805072054536042,99.90132,3.376496E-06,21.04658
201805072054536706,99.90073,3.297135E-06,21.28575
201805072054537210,99.90628,3.665536E-06,19.43055
201805072054537874,99.91134,3.984986E-06,18.44375
201805072054538535,99.91079,3.818432E-06,18.46257
201805072054539043,99.91289,4.058029E-06,17.32728
201805072054539546,99.9162,4.234469E-06,17.02862
201805072054540210,99.92125,4.857094E-06,14.95273
201805072054540874,99.92007,5.021024E-06,14.40938
201805072054541378,99.91715,5.213227E-06,13.55207
201805072054542046,99.87877,6.147336E-06,12.74907
201805072054542707,99.20493,1.302486E-05,12.48075
201805072054543379,7.329967,0.0002780653,14.0902
201805072054543879,0.0569647,0.001881024,14.0336
201805072054544545,0.01566768,0.003067088,13.61639
201805072054545203,0.01110738,0.003629594,12.98841
201805072054545876,0.00894978,0.00353516,11.42952
201805072054546378,0.007257676,0.004784877,7.858202
201805072054547040,0.005859239,0.007320331,5.704613
201805072054547539,0.004770343,0.0165022,3.914427
201805072054548210,0.003726349,0.01380824,2.164615
201805072054548873,0.003616679,0.006450043,2.323147
201805072054549543,0.003247648,0.008077138,1.623904
201805072054550207,0.002789876,0.006554528,0.9813412
201805072054550705,0.002562803,0.004185375,0.6622118
201805072054551377,0.002527608,0.003975849,0.5649286
201805072054551884,0.00455602,0.003523427,1.221889
201805072054552374,0.02870412,0.001937859,2.108596
201805072054553042,26.60169,0.0001249855,4.460632
201805072054553543,99.54893,1.033361E-05,6.109353
201805072054554047,99.88306,6.689334E-06,7.441062
201805072054554712,99.9041,5.839741E-06,8.821815
201805072054555372,99.90996,6.032588E-06,10.17968
201805072054555871,99.909,6.197878E-06,9.874076
201805072054556543,99.91805,5.971764E-06,12.90069
201805072054557202,99.92064,6.760676E-06,13.68094
201805072054557710,99.92159,6.158954E-06,13.91973
201805072054558203,99.91744,6.060081E-06,13.11183
201805072054559231,99.84067,8.24472E-06,13.36382
201805072054559883,95.55123,3.445411E-05,13.40025
201805072054560541,92.18585,4.472291E-05,13.14755
201805072054561197,91.82368,4.507505E-05,13.31482
201805072054561873,68.10908,9.132409E-05,13.34766
201805072054562534,78.03792,6.730113E-05,11.04973
201805072054563187,96.69617,2.731056E-05,8.840726
201805072054563850,99.65817,1.073513E-05,7.374008
201805072054564514,99.86708,7.204463E-06,6.047146
201805072054565176,99.89404,5.925744E-06,6.464375
201805072054565843,99.90207,5.67159E-06,7.674261
201805072054566339,99.90691,5.177533E-06,8.709613
201805072054566999,99.90794,5.001953E-06,8.889626
201805072054567666,99.91404,4.541077E-06,11.06279
201805072054568324,99.92043,4.42116E-06,13.29822
201805072054568997,99.92095,3.963564E-06,14.40585
201805072054569653,99.92402,4.36235E-06,14.76202
201805072054570315,99.92628,4.783214E-06,14.95734
201805072054570805,99.92751,4.891885E-06,15.34748
201805072054571474,99.92753,5.115389E-06,15.60481
201805072054572132,99.92804,5.286009E-06,15.73925
201805072054572797,99.92668,5.770935E-06,15.07219
201805072054573456,99.92247,6.286098E-06,14.71123
201805072054573965,99.91443,6.644814E-06,14.53817
201805072054574617,99.85615,8.298282E-06,14.30057
201805072054575287,98.81416,1.987828E-05,13.24563
201805072054575948,1.157956,0.0007248006,12.31724
201805072054576610,0.1445884,0.001620688,12.01125
201805072054577274,0.02192195,0.003441465,12.09749
201805072054577933,0.01343142,0.004133575,11.68793
201805072054578438,0.01834166,0.003694786,12.53299
201805072054579097,0.01752404,0.003792591,13.32721
201805072054579755,0.02492732,0.003311811,13.31228
201805072054580417,0.04535738,0.002620733,13.31352
201805072054581081,0.08991941,0.00198802,12.76671
201805072054581749,0.0300805,0.003184295,12.69744
201805072054582411,0.05533366,0.002452759,13.31459
